"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"WWZ^K","SiM Internal Test 10","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wwz^k",
"MMZ^K","SiM Internal Test 6","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mmz^k",
"OOZ^K","SiM Internal Test 7","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ooz^k",
"QQZ^K","SiM Internal Test 8","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qqz^k",
"SS^K","SiM Internal Test 9","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ss^k",
"SLI","SL Industries, Inc.","23","95703000","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/sli",
"ZXX","SM Listed Test 3","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/zxx",
"ZXX^F","SM Listed Test 3","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/zxx^f",
"XPL","Solitario Exploration & Royalty Corp","1.14","39441102.12","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/xpl",
"SOQ","Sonde Resources Corp","1","62301446","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/soq",
"SCE^B","Southern California Edison Company","23.1701","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^b",
"SCE^C","Southern California Edison Company","24.97","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^c",
"SCE^D","Southern California Edison Company","24.67","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^d",
"SCE^E","Southern California Edison Company","25.69","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sce^e",
"SSE","Southern Connecticut Bancorp Inc","3.72","10454215.56","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sse",
"SGB","Southwest Georgia Financial Corporation","10.08","25682196.96","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sgb",
"LOV","Spark Networks, Inc.","9","189279153","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/lov",
"SILU","Sprott Resource Lending Corp.","1.47","216056070.93","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/silu",
"SSY","SunLink Health Systems, Inc.","0.82","7743594.56","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/ssy",
"STS","Supreme Industries, Inc.","5.15","70316184.2","n/a","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/sts",
"SYRG","Synergy Resources Corporation","6.54","361182068.64","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/syrg",
"SYN","Synthetic Biologics, Inc","1.44","64302356.16","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/syn",
"TTTM","T3 Motion Inc","0.1302","1991640.3654","n/a","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/tttm",
"TTTM/WS/W","T3 Motion Inc","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tttm/ws/w",
"TTTM/WS/Z","T3 Motion Inc","n/a","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tttm/ws/z",
"TRX","Tanzanian Royalty Exploration Corporation","2.58","259757686.92","n/a","2005","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/trx",
"TGB","Taseko Mines Limited","2.14","408964603.7","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/tgb",
"TAS","Tasman Metals Ltd","0.698","42453045.436","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/tas",
"TSH","Teche Holding Company","40.55","82513005.3","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/tsh",
"TIK","Tel-Instrument Electronics Corp.","3.18","9577330.02","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/tik",
"TGC","Tengasco, Inc.","0.57","34680175.41","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tgc",
"TF","Thai Capital Fund Inc","14.27","51024511.23","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tf",
"GLU","The Gabelli Global Utility and Income Trust","22.026","68220777.384","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/glu",
"TXMD","TherapeuticsMD, Inc.","2.96","388207948.64","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/txmd",
"TPI","Tianyin Pharmaceutical Co., Inc.","0.59","17306346.69","n/a","1986","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tpi",
"IDI","Tiger Media, Inc.","1.11","33459552.51","n/a","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/idi",
"IDI/WS","Tiger Media, Inc.","0.0983","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/idi/ws",
"TLR","Timberline Resources Corporation","0.199","11073509.822","n/a","1983","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/tlr",
"TGD","Timmons Gold Corp","2.17","312662377.65","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/tgd",
"TOF","Tofutti Brands Inc.","1.52","7833633.12","n/a","n/a","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/tof",
"TMP","Tompkins Financial Corporation","41.5","599890800","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/tmp",
"TAT","Transatlantic Petroleum Ltd","0.8295","306008353.182","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tat",
"TPLM","Triangle Petroleum Corporation","5.42","305779348.68","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tplm",
"TRT","Trio-Tech International","1.98","6576678.9","n/a","1984","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/trt",
"TCX","Tucows Inc.","1.9","76227614.3","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/tcx",
"TWO/WS","Two Harbors Investments Corp","2.4","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/two/ws",
"HTM","U.S. Geothermal Inc.","0.365","37053618.86","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/htm",
"UAMY","United States Antimony Corporation","1.28","79227809.28","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/uamy",
"UVE","UNIVERSAL INSURANCE HOLDINGS INC","7.28","288979221.44","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/uve",
"UPG","Universal Power Group Inc","1.7","8534000","n/a","2006","Consumer Non-Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/upg",
"UUU","Universal Security Instruments, Inc.","4.92","11319734.28","n/a","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/uuu",
"UQM","UQM TECHNOLOGIES INC","0.7","25916066.4","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/uqm",
"URG","Ur Energy Inc","0.929","113680620.774","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/urg",
"URZ","Uranerz Energy Corporation","1.34","103458149.16","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/urz",
"UEC","Uranium Energy Corp.","1.83","156456678.99","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/uec",
"VTG","Vantage Drilling Company","1.73","522565917.52","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/vtg",
"VSR","Versar, Inc.","4.3299","41625870.3513","n/a","1986","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/vsr",
"VII","Vicon Industries, Inc.","2.62","11776205.7","n/a","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/vii",
"VHC","VirnetX Holding Corp","22.3","1140668972.5","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/vhc",
"VGZ","Vista Gold Corporation","1.31","107055767.6","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/vgz",
"EAD","Wells Fargo Advantage Income Opportunities Fund","10.25","726278622.75","n/a","2003","n/a","n/a","http://www.nasdaq.com/symbol/ead",
"ERC","Wells Fargo Advantage Multi-Sector Income Fund","16.61","698533550","n/a","2003","n/a","n/a","http://www.nasdaq.com/symbol/erc",
"ERH","Wells Fargo Advantage Utilities and High Income Fund","12.48","115138283.52","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/erh",
"WGA","Wells-Gardner Electronics Corporation","2.03","23684010","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/wga",
"SBI","Western Asset Intermediate Muni Fund Inc","10.19","143371384.28","n/a","1992","n/a","n/a","http://www.nasdaq.com/symbol/sbi",
"WRN","Western Copper and Gold Corporation","0.65","60958626.95","n/a","1994","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/wrn",
"WYY","WidePoint Corporation","0.599","38187362.343","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/wyy",
"WTT","Wireless Telecom Group,  Inc.","1.65","39332007","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/wtt",
"ZBB","ZBB Energy Corporation","0.28","24790864.28","n/a","2007","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/zbb",
